semilla,metodo,instancia,tamano_poblacion,probabilidad_cruce,probabilidad_mutacion,numero_iteraciones,frecuencia_busqueda,tiempo_ejecucion,mejor_generacion,mejor_makespan,limite_superior,limite_inferior,rpd,mejor_solucion
1,memetico,ta001,100,0.8,0.2,100,10,288.03098420007154,1,1278,1278.0,1232.0,0.0,"[8, 14, 5, 4, 2, 6, 10, 13, 3, 7, 16, 18, 0, 1, 12, 17, 15, 9, 19, 11]"
